FFT	AudioTools 	v17.3 (104) iPad battery  90%	7/2/2024, 12:35 pm	USB-C to 3.5mm Headphone Jack Adapter L Mic High Range	1092074A-BD1B-4207-819B-4BCB4732E7F0
Frequency	dB	Unweighted
6283	72
6375	72.4
6467	72.7
6561	73
6657	73.3
6754	73.5
6852	73.7
6952	73.9
7053	74.1
7155	74.4
7259	74.5
7365	74.6
7472	74.6
7581	74.7
7691	74.9
7803	74.9
7916	74.8
8032	74.5
8148	74.1
8267	73.6
8387	73.1
8509	72.8
8633	72.4
8758	72.1
8886	71.9
9015	71.9
9146	71.9
9279	71.9
9414	71.9
9551	72
9690	72.5
9831	72.5
9974	71.7
10119	70.9
10266	70
10416	69
10567	68.6
10721	68.1
10877	67.6
11035	67.2
11196	67
11358	66.6
11524	66.4
11691	66.2
11861	66
12034	66
12209	66.1
12386	66.3
12567	66.6
12749	66.9
12935	66.9
13123	66.8
13314	66.6
13507	66
13704	65.4
13903	65.1
14105	64.6
14311	64.2
14519	63.8
14730	63.8
14944	64.1
15162	64.8
15382	66.4
15606	68.1
15833	69.3
16063	71.5
16297	73.6
16534	75.9
16774	77.2
17018	77.3
17266	76.4
17517	73.4
17772	69.8
18030	67.3
18293	63.2
18559	58.9
18829	53.6
19102	49.3
19380	46.6
20000	42.6
overall dB	95.9 dB
decay	Average
averaging	1/24 Octave
source	USB-C to 3.5mm Headphone Jack Adapter L Mic High Range
latitude	-37.827
longitude	144.998
saved	7/2/2024, 12:35 pm
peak	48.3Hz
